,tweet,label,tweet_tokens_result,tweet_tokens_clean,tweet_tokens_clean2,string_clean
103,"uu tpks melindungi hak2 wanita, tp ditolak. smentara di negara berbasis agama, hak2 wanita dikebiri. gabisa kluar rumah sendirian. dilecehkan, diperkosa, tetep wanita yg salah. pendidikan terbatas. penampilan diatur, hanya kain hitam dari ujung ke ujung.  minat? gw sih ogah!",urgent,"['uu', 'tpks', 'melindungi', 'hak', 'wanita', 'tp', 'ditolak', 'smentara', 'di', 'negara', 'berbasis', 'agama', 'hak', 'wanita', 'dikebiri', 'gabisa', 'kluar', 'rumah', 'sendirian', 'dilecehkan', 'diperkosa', 'tetep', 'wanita', 'yg', 'salah', 'pendidikan', 'terbatas', 'penampilan', 'diatur', 'hanya', 'kain', 'hitam', 'dari', 'ujung', 'ke', 'ujung', 'minat', 'gw', 'sih', 'ogah']","['melindungi', 'hak', 'wanita', 'ditolak', 'berbasis', 'agama', 'hak', 'wanita', 'dikebiri', 'gabisa', 'rumah', 'dilecehkan', 'diperkosa', 'tetep', 'wanita', 'salah', 'pendidikan', 'terbatas', 'penampilan', 'diatur', 'kain', 'hitam', 'ujung', 'ujung', 'minat']","['lindung', 'hak', 'wanita', 'tolak', 'bas', 'agama', 'hak', 'wanita', 'kebiri', 'gabisa', 'rumah', 'leceh', 'perkosa', 'tetep', 'wanita', 'salah', 'didik', 'batas', 'tampil', 'atur', 'kain', 'hitam', 'ujung', 'ujung', 'minat']",lindung hak wanita tolak bas agama hak wanita kebiri gabisa rumah leceh perkosa tetep wanita salah didik batas tampil atur kain hitam ujung ujung minat
104,"@whiteofroses @fwbess pelecehan kalau si korban merasa dilecehin, tapi kebanyakan kaum adam yang ada kesenengan. bisa dihitung pakai jari yg melapor dilecehkan sama wanita apalagi ditunjukin nenen dan disuruh grepe2",urgent,"['pelecehan', 'kalau', 'si', 'korban', 'merasa', 'dilecehin', 'tapi', 'kebanyakan', 'kaum', 'adam', 'yang', 'ada', 'kesenengan', 'bisa', 'dihitung', 'pakai', 'jari', 'yg', 'melapor', 'dilecehkan', 'sama', 'wanita', 'apalagi', 'ditunjukin', 'nenen', 'dan', 'disuruh', 'grepe']","['pelecehan', 'korban', 'dilecehin', 'kebanyakan', 'kaum', 'kesenengan', 'dihitung', 'pakai', 'jari', 'melapor', 'dilecehkan', 'wanita', 'ditunjukin', 'nenen', 'disuruh', 'grepe']","['leceh', 'korban', 'dilecehin', 'banyak', 'kaum', 'neng', 'hitung', 'pakai', 'jari', 'lapor', 'leceh', 'wanita', 'ditunjukin', 'nenen', 'suruh', 'grepe']",leceh korban dilecehin banyak kaum neng hitung pakai jari lapor leceh wanita ditunjukin nenen suruh grepe
105,"""suspek telah memarahi dan memukul badan pengadu sehingga menyebabkan wanita itu lebam dan sakit pada anggota badannya.""  #icymi #awaninews #awanipagi   https://t.co/h4pmb41gb1",urgent,"['suspek', 'telah', 'memarahi', 'dan', 'memukul', 'badan', 'pengadu', 'sehingga', 'menyebabkan', 'wanita', 'itu', 'lebam', 'dan', 'sakit', 'pada', 'anggota', 'badannya']","['memarahi', 'memukul', 'badan', 'pengadu', 'menyebabkan', 'wanita', 'lebam', 'sakit', 'badannya']","['parah', 'pukul', 'badan', 'adu', 'sebab', 'wanita', 'lebam', 'sakit', 'badan']",parah pukul badan adu sebab wanita lebam sakit badan
106,"ã…¤ ã…¤tentu sabuk hitam, yang digunakan untuk memukul,  berhenti bergerak. atensi wanita berkulit putih itu teralihkan pada lilis dan dyah. ""dasar monyet-monyet tidak berguna. pergi dari tokoku."" ã…¤ ã…¤walau tak mendapatkan roti yang diinginkan setidaknya tidak ada lagi pukulan.",urgent,"['tentu', 'sabuk', 'hitam', 'yang', 'digunakan', 'untuk', 'memukul', 'berhenti', 'bergerak', 'atensi', 'wanita', 'berkulit', 'putih', 'itu', 'teralihkan', 'pada', 'lilis', 'dan', 'dyah', 'dasar', 'monyetmonyet', 'tidak', 'berguna', 'pergi', 'dari', 'tokoku', 'walau', 'tak', 'mendapatkan', 'roti', 'yang', 'diinginkan', 'setidaknya', 'tidak', 'ada', 'lagi', 'pukulan']","['sabuk', 'hitam', 'memukul', 'berhenti', 'bergerak', 'atensi', 'wanita', 'berkulit', 'putih', 'teralihkan', 'dasar', 'berguna', 'pergi', 'roti', 'pukulan']","['sabuk', 'hitam', 'pukul', 'henti', 'gerak', 'atensi', 'wanita', 'kulit', 'putih', 'alih', 'dasar', 'guna', 'pergi', 'roti', 'pukul']",sabuk hitam pukul henti gerak atensi wanita kulit putih alih dasar guna pergi roti pukul
107,"@swissball333 @citracannavaro lebih unggul dalam bidang apa? dalam bidang menjadi sexist? atau dalam bidang penyerangan seksual dengan memukul kemaluan orang?, melihat orang seperti kamu membuatku ingin tertawa pada wanita wanita yang pernah diperkosa",urgent,"['lebih', 'unggul', 'dalam', 'bidang', 'apa', 'dalam', 'bidang', 'menjadi', 'sexist', 'atau', 'dalam', 'bidang', 'penyerangan', 'seksual', 'dengan', 'memukul', 'kemaluan', 'orang', 'melihat', 'orang', 'seperti', 'kamu', 'membuatku', 'ingin', 'tertawa', 'pada', 'wanita', 'wanita', 'yang', 'pernah', 'diperkosa']","['unggul', 'bidang', 'bidang', 'sexist', 'bidang', 'penyerangan', 'seksual', 'memukul', 'kemaluan', 'orang', 'orang', 'membuatku', 'tertawa', 'wanita', 'wanita', 'diperkosa']","['unggul', 'bidang', 'bidang', 'sexist', 'bidang', 'serang', 'seksual', 'pukul', 'malu', 'orang', 'orang', 'buat', 'tertawa', 'wanita', 'wanita', 'perkosa']",unggul bidang bidang sexist bidang serang seksual pukul malu orang orang buat tertawa wanita wanita perkosa
108,"dilema, wanita modelan ini seringkali playing victim, saat dipegang/sentuh akan teriak dia memukul, dia menganiaya, dia melakukan pelecehan seksual, jd seringkali sengaja agar korban melakukan sentuhan pada pelaku agar bisa disalahkan dengan macam-macam kebiasaan kelompok mereka.",urgent,"['dilema', 'wanita', 'modelan', 'ini', 'seringkali', 'playing', 'victim', 'saat', 'dipegangsentuh', 'akan', 'teriak', 'dia', 'memukul', 'dia', 'menganiaya', 'dia', 'melakukan', 'pelecehan', 'seksual', 'jd', 'seringkali', 'sengaja', 'agar', 'korban', 'melakukan', 'sentuhan', 'pada', 'pelaku', 'agar', 'bisa', 'disalahkan', 'dengan', 'macammacam', 'kebiasaan', 'kelompok', 'mereka']","['dilema', 'wanita', 'modelan', 'seringkali', 'playing', 'victim', 'dipegangsentuh', 'teriak', 'memukul', 'menganiaya', 'pelecehan', 'seksual', 'seringkali', 'sengaja', 'korban', 'sentuhan', 'pelaku', 'disalahkan', 'macammacam', 'kebiasaan', 'kelompok']","['dilema', 'wanita', 'model', 'seringkali', 'playing', 'victim', 'dipegangsentuh', 'teriak', 'pukul', 'aniaya', 'leceh', 'seksual', 'seringkali', 'sengaja', 'korban', 'sentuh', 'laku', 'salah', 'macammacam', 'biasa', 'kelompok']",dilema wanita model seringkali playing victim dipegangsentuh teriak pukul aniaya leceh seksual seringkali sengaja korban sentuh laku salah macammacam biasa kelompok
109,"chapter  ini sanji  bintangnya.. karakter favorit selama ikutin op. kayaknya  sifatnya  laki pake banget dah nih karakter udh mesum, mau berkorban untuk temannya, lembut ke cewe dan bersumpah lebih baik mati dari pada memukul wanita.   #onepiece1034  https://t.co/qwogbf4pmd",urgent,"['chapter', 'ini', 'sanji', 'bintangnya', 'karakter', 'favorit', 'selama', 'ikutin', 'op', 'kayaknya', 'sifatnya', 'laki', 'pake', 'banget', 'dah', 'nih', 'karakter', 'udh', 'mesum', 'mau', 'berkorban', 'untuk', 'temannya', 'lembut', 'ke', 'cewe', 'dan', 'bersumpah', 'lebih', 'baik', 'mati', 'dari', 'pada', 'memukul', 'wanita']","['ikutin', 'sifatnya', 'laki', 'pake', 'mesum', 'berkorban', 'temannya', 'lembut', 'cewe', 'bersumpah', 'mati', 'memukul', 'wanita']","['ikutin', 'sifat', 'laki', 'pake', 'mesum', 'korban', 'teman', 'lembut', 'cewe', 'sumpah', 'mati', 'pukul', 'wanita']",ikutin sifat laki pake mesum korban teman lembut cewe sumpah mati pukul wanita
110,"@seputartetangga tapi mereka ga ada tuh negur anaknya. gue tau kekerasan terhadap anak kecil emang ga bisa dibenarkan, tapi bocil kematian ini layak buat dislepet sendal kalo udah berulah. sebel banget gue.",not urgent,"['tapi', 'mereka', 'ga', 'ada', 'tuh', 'negur', 'anaknya', 'gue', 'tau', 'kekerasan', 'terhadap', 'anak', 'kecil', 'emang', 'ga', 'bisa', 'dibenarkan', 'tapi', 'bocil', 'kematian', 'ini', 'layak', 'buat', 'dislepet', 'sendal', 'kalo', 'udah', 'berulah', 'sebel', 'banget', 'gue']","['negur', 'anaknya', 'kekerasan', 'anak', 'dibenarkan', 'bocil', 'kematian', 'layak', 'dislepet', 'sendal', 'berulah']","['negur', 'anak', 'keras', 'anak', 'benar', 'bocil', 'mati', 'layak', 'dislepet', 'sendal', 'ulah']",negur anak keras anak benar bocil mati layak dislepet sendal ulah
111,"@devilmaycrypt0 @yaydump @kopitersenja @dwikimic gk mesti nunggu di buang di panti dlu sih klo mau blg gk semua ortu baik, ya krn emg fakta ny gk semua ortu pantas di blg ortu, ad anak yg dri kecil dpt kekerasan, di abaikan ortu dan gk di nafkahi ortu, an",not urgent,"['gk', 'mesti', 'nunggu', 'di', 'buang', 'di', 'panti', 'dlu', 'sih', 'klo', 'mau', 'blg', 'gk', 'semua', 'ortu', 'baik', 'ya', 'krn', 'emg', 'fakta', 'ny', 'gk', 'semua', 'ortu', 'pantas', 'di', 'blg', 'ortu', 'ad', 'anak', 'yg', 'dri', 'kecil', 'dpt', 'kekerasan', 'di', 'abaikan', 'ortu', 'dan', 'gk', 'di', 'nafkahi', 'ortu', 'an']","['mesti', 'nunggu', 'buang', 'panti', 'fakta', 'anak', 'kekerasan', 'abaikan', 'nafkahi']","['mesti', 'nunggu', 'buang', 'panti', 'fakta', 'anak', 'keras', 'abai', 'nafkah']",mesti nunggu buang panti fakta anak keras abai nafkah
112,"gak heran banyak anak yang diam ketika mengalami kekerasan/kekerasan seksual dari orang tuanya. gue baru bilang gak harmonis ama ibu aja banyak yang salty. kalian tinggal di dunia bagian mana, sih, sampai menganggap bahwa orang tua adalah berhala yang harus dipuja-puja?",not urgent,"['gak', 'heran', 'banyak', 'anak', 'yang', 'diam', 'ketika', 'mengalami', 'kekerasankekerasan', 'seksual', 'dari', 'orang', 'tuanya', 'gue', 'baru', 'bilang', 'gak', 'harmonis', 'ama', 'ibu', 'aja', 'banyak', 'yang', 'salty', 'kalian', 'tinggal', 'di', 'dunia', 'bagian', 'mana', 'sih', 'sampai', 'menganggap', 'bahwa', 'orang', 'tua', 'adalah', 'berhala', 'yang', 'harus', 'dipujapuja']","['heran', 'anak', 'diam', 'mengalami', 'seksual', 'orang', 'tuanya', 'bilang', 'harmonis', 'tinggal', 'dunia', 'menganggap', 'orang', 'tua', 'berhala']","['heran', 'anak', 'diam', 'alami', 'seksual', 'orang', 'tua', 'bilang', 'harmonis', 'tinggal', 'dunia', 'anggap', 'orang', 'tua', 'berhala']",heran anak diam alami seksual orang tua bilang harmonis tinggal dunia anggap orang tua berhala
113,"drpd dishaming dan melabel anak yang penasaran dgn seks sebagai hal yang tabu, baiknya kita ngasih pemahaman resiko dari aktivitas seksual. bahaya akan std dan/atau kehamilan tidak diinginkan, bahaya akan kekerasan seksual. justru rasa ingin tahu yang direpresi juga berbahaya.",urgent,"['drpd', 'dishaming', 'dan', 'melabel', 'anak', 'yang', 'penasaran', 'dgn', 'seks', 'sebagai', 'hal', 'yang', 'tabu', 'baiknya', 'kita', 'ngasih', 'pemahaman', 'resiko', 'dari', 'aktivitas', 'seksual', 'bahaya', 'akan', 'std', 'danatau', 'kehamilan', 'tidak', 'diinginkan', 'bahaya', 'akan', 'kekerasan', 'seksual', 'justru', 'rasa', 'ingin', 'tahu', 'yang', 'direpresi', 'juga', 'berbahaya']","['dishaming', 'melabel', 'anak', 'penasaran', 'seks', 'tabu', 'baiknya', 'ngasih', 'pemahaman', 'resiko', 'aktivitas', 'seksual', 'bahaya', 'danatau', 'kehamilan', 'bahaya', 'kekerasan', 'seksual', 'direpresi', 'berbahaya']","['dishaming', 'label', 'anak', 'penasaran', 'seks', 'tabu', 'baik', 'ngasih', 'paham', 'resiko', 'aktivitas', 'seksual', 'bahaya', 'danatau', 'hamil', 'bahaya', 'keras', 'seksual', 'represi', 'bahaya']",dishaming label anak penasaran seks tabu baik ngasih paham resiko aktivitas seksual bahaya danatau hamil bahaya keras seksual represi bahaya
114,"@franciscopamz gw masih bingung sih menanggapi aborsi, karena ada risiko sang anak akan ditelantarkan atau mengalami kekerasan rumah tangga sepanjang hidupnya apabila dipaksakan lahir.",not urgent,"['gw', 'masih', 'bingung', 'sih', 'menanggapi', 'aborsi', 'karena', 'ada', 'risiko', 'sang', 'anak', 'akan', 'ditelantarkan', 'atau', 'mengalami', 'kekerasan', 'rumah', 'tangga', 'sepanjang', 'hidupnya', 'apabila', 'dipaksakan', 'lahir']","['bingung', 'menanggapi', 'aborsi', 'risiko', 'anak', 'ditelantarkan', 'mengalami', 'kekerasan', 'rumah', 'tangga', 'hidupnya', 'dipaksakan', 'lahir']","['bingung', 'tanggap', 'aborsi', 'risiko', 'anak', 'telantar', 'alami', 'keras', 'rumah', 'tangga', 'hidup', 'paksa', 'lahir']",bingung tanggap aborsi risiko anak telantar alami keras rumah tangga hidup paksa lahir
115,"vonis hukuman mati terhadap hendi alias abah heni (57), pelaku pemerkosaan 10 anak perempuan di sukabumi, jawa barat, diharapkan dapat memberikan efek jera terhadap pelaku dan semua tindakan kekerasan seksual lainnya.â  -  https://t.co/ljn6e72c3h",urgent,"['vonis', 'hukuman', 'mati', 'terhadap', 'hendi', 'alias', 'abah', 'heni', 'pelaku', 'pemerkosaan', 'anak', 'perempuan', 'di', 'sukabumi', 'jawa', 'barat', 'diharapkan', 'dapat', 'memberikan', 'efek', 'jera', 'terhadap', 'pelaku', 'dan', 'semua', 'tindakan', 'kekerasan', 'seksual', 'lainnya']","['vonis', 'hukuman', 'mati', 'pelaku', 'pemerkosaan', 'anak', 'perempuan', 'diharapkan', 'efek', 'jera', 'pelaku', 'tindakan', 'kekerasan', 'seksual']","['vonis', 'hukum', 'mati', 'laku', 'perkosa', 'anak', 'perempuan', 'harap', 'efek', 'jera', 'laku', 'tindak', 'keras', 'seksual']",vonis hukum mati laku perkosa anak perempuan harap efek jera laku tindak keras seksual
116,lagi-lagi kasus kekerasan seksual pada anak terjadi di jabar  https://t.co/ln3vczcxsf,urgent,"['lagilagi', 'kasus', 'kekerasan', 'seksual', 'pada', 'anak', 'terjadi', 'di', 'jabar']","['kekerasan', 'seksual', 'anak']","['keras', 'seksual', 'anak']",keras seksual anak
117,setan. gue beneran benci bgt sama pelaku kekerasan terhadap cewe/anak. ngilangin nyawa 2 manusia = hukuman 2 tahun gitu? ga habis pikir sumpah.,urgent,"['setan', 'gue', 'beneran', 'benci', 'bgt', 'sama', 'pelaku', 'kekerasan', 'terhadap', 'ceweanak', 'ngilangin', 'nyawa', 'manusia', 'hukuman', 'tahun', 'gitu', 'ga', 'habis', 'pikir', 'sumpah']","['beneran', 'benci', 'pelaku', 'kekerasan', 'ngilangin', 'nyawa', 'manusia', 'hukuman', 'habis', 'pikir']","['beneran', 'benci', 'laku', 'keras', 'ngilangin', 'nyawa', 'manusia', 'hukum', 'habis', 'pikir']",beneran benci laku keras ngilangin nyawa manusia hukum habis pikir
118,"@virgitaaa_ @shabrinaf_ silahkan di cek tingkat kasus kekerasan terhadap anak, perempuan, pernikahan di bawah umur apakah sudah rendah?   feminism ga cuman di pelajari di indonesia, tapi dunia. point pembahasan di awal bukan masalah indonesia butuh femini",not urgent,"['silahkan', 'di', 'cek', 'tingkat', 'kasus', 'kekerasan', 'terhadap', 'anak', 'perempuan', 'pernikahan', 'di', 'bawah', 'umur', 'apakah', 'sudah', 'rendah', 'feminism', 'ga', 'cuman', 'di', 'pelajari', 'di', 'indonesia', 'tapi', 'dunia', 'point', 'pembahasan', 'di', 'awal', 'bukan', 'masalah', 'indonesia', 'butuh', 'femini']","['silahkan', 'cek', 'tingkat', 'kekerasan', 'anak', 'perempuan', 'pernikahan', 'umur', 'rendah', 'feminism', 'cuman', 'pelajari', 'indonesia', 'dunia', 'pembahasan', 'indonesia', 'butuh']","['silah', 'cek', 'tingkat', 'keras', 'anak', 'perempuan', 'nikah', 'umur', 'rendah', 'feminism', 'cuman', 'ajar', 'indonesia', 'dunia', 'bahas', 'indonesia', 'butuh']",silah cek tingkat keras anak perempuan nikah umur rendah feminism cuman ajar indonesia dunia bahas indonesia butuh
